94,Machine Learning Core,Regression: Simple Linear Regression with scikit-learn,⬜ To-Do
95,Machine Learning Core,Regression: Multiple Linear Regression and Feature Selection,⬜ To-Do
96,Machine Learning Core,"Regression: R-Squared, Adjusted R², and Residual Analysis",⬜ To-Do
97,Machine Learning Core,Regression: Polynomial Regression and Overfitting,⬜ To-Do
98,Machine Learning Core,Regression: Ridge and Lasso Regularization,⬜ To-Do
99,Machine Learning Core,Classification: Logistic Regression — Theory and Code,⬜ To-Do
100,Machine Learning Core,Classification: Decision Boundaries and Threshold Tuning,⬜ To-Do
101,Machine Learning Core,Classification: K-Nearest Neighbors (KNN) Algorithm,⬜ To-Do
102,Machine Learning Core,Classification: Naive Bayes for Text and Tabular Data,⬜ To-Do
103,Machine Learning Core,Classification: Support Vector Machines (SVM) Basics,⬜ To-Do
104,Machine Learning Core,"Evaluation: Confusion Matrix — TP, TN, FP, FN",⬜ To-Do
105,Machine Learning Core,"Evaluation: Precision, Recall, and the F1-Score",⬜ To-Do
106,Machine Learning Core,Evaluation: ROC Curve and AUC Score,⬜ To-Do
107,Machine Learning Core,Evaluation: Cross-Validation and K-Fold Strategies,⬜ To-Do
108,Machine Learning Core,Evaluation: Bias-Variance Tradeoff Explained,⬜ To-Do
109,Machine Learning Core,Trees: Decision Trees — Gini Impurity and Entropy,⬜ To-Do
110,Machine Learning Core,Trees: Visualizing and Pruning Decision Trees,⬜ To-Do
111,Machine Learning Core,Ensembles: Random Forest — Bagging in Action,⬜ To-Do
112,Machine Learning Core,Ensembles: Feature Importance and Model Interpretation,⬜ To-Do
113,Machine Learning Core,Boosting: Gradient Boosting Machines (GBM) Explained,⬜ To-Do
114,Machine Learning Core,"Boosting: XGBoost — Install, Train, and Tune",⬜ To-Do
115,Machine Learning Core,Boosting: LightGBM and CatBoost for Production Use,⬜ To-Do
116,Machine Learning Core,Hyperparameters: GridSearchCV vs RandomizedSearchCV,⬜ To-Do
117,Machine Learning Core,Pipelines: Building sklearn Pipelines for Clean ML Code,⬜ To-Do
118,Machine Learning Core,Feature Engineering: Creating New Features from Data,⬜ To-Do
119,Machine Learning Core,Feature Engineering: Handling Imbalanced Datasets (SMOTE),⬜ To-Do
120,Machine Learning Core,Unsupervised: K-Means Clustering,⬜ To-Do
121,Machine Learning Core,Unsupervised: Dimensionality Reduction with PCA,⬜ To-Do
122,Machine Learning Core,ML Mini-Project: Predict House Prices End-to-End,⬜ To-Do
123,Machine Learning Core,ML Mini-Project: Credit Card Fraud Detection,⬜ To-Do
124,Machine Learning Core,ML Mini-Project: Employee Attrition Prediction,⬜ To-Do
125,Machine Learning Core,Scikit-learn: Saving and Loading Models (Joblib/Pickle),⬜ To-Do
126,Machine Learning Core,"ML Capstone: Full Pipeline — Clean, Train, Evaluate, Save",⬜ To-Do
127,Machine Learning Core,ML Core Review: 20 Interview Questions Practice Day,⬜ To-Do
128,Machine Learning Core,ML Core Review: Whiteboard a Model Pipeline from Scratch,⬜ To-Do
129,Machine Learning Core,ML Core Review: Compare 5 Models on Same Dataset,⬜ To-Do
130,Machine Learning Core,ML Core Review: Write a Technical Blog Post on Your Model,⬜ To-Do
131,Deep Learning & Applied AI,DL: The Biological vs. Artificial Neuron,⬜ To-Do
132,Deep Learning & Applied AI,"DL: Weights, Biases, and Activation Functions (ReLU, Sigmoid)",⬜ To-Do
133,Deep Learning & Applied AI,DL: Forward Propagation Step-by-Step,⬜ To-Do
134,Deep Learning & Applied AI,"DL: Loss Functions — MSE, Cross-Entropy, and When to Use",⬜ To-Do
135,Deep Learning & Applied AI,DL: Backpropagation and Gradient Flow,⬜ To-Do
136,Deep Learning & Applied AI,"DL: Optimizers — SGD, Momentum, Adam",⬜ To-Do
137,Deep Learning & Applied AI,TensorFlow/Keras: Installing and First Neural Network,⬜ To-Do
138,Deep Learning & Applied AI,Keras: Sequential vs Functional API,⬜ To-Do
139,Deep Learning & Applied AI,"Keras: Compiling with Loss, Optimizer, and Metrics",⬜ To-Do
140,Deep Learning & Applied AI,Keras: Callbacks — EarlyStopping and ModelCheckpoint,⬜ To-Do
141,Deep Learning & Applied AI,"DL: Regularization — L2, Dropout, and Batch Normalization",⬜ To-Do
142,Deep Learning & Applied AI,"DL: Hyperparameter Tuning — Batch Size, LR, Epochs",⬜ To-Do
143,Deep Learning & Applied AI,DL Project: Binary Classification on Tabular Data,⬜ To-Do
144,Deep Learning & Applied AI,CNN: How Computers See Pixels — Image as Matrix,⬜ To-Do
145,Deep Learning & Applied AI,"CNN: Convolutional Layers, Kernels, and Feature Maps",⬜ To-Do
146,Deep Learning & Applied AI,"CNN: Pooling, Padding, Stride, and Architecture Design",⬜ To-Do
147,Deep Learning & Applied AI,CNN Project: MNIST Handwritten Digit Classifier,⬜ To-Do
148,Deep Learning & Applied AI,CNN: Transfer Learning with VGG16/ResNet (Pretrained Models),⬜ To-Do
149,Deep Learning & Applied AI,CNN Project: Image Classification App with Pretrained Model,⬜ To-Do
150,Deep Learning & Applied AI,"NLP: Text Preprocessing — Tokenization, Stopwords, Stemming",⬜ To-Do
151,Deep Learning & Applied AI,NLP: Bag of Words and TF-IDF Vectorization,⬜ To-Do
152,Deep Learning & Applied AI,NLP: Word Embeddings — Word2Vec and GloVe Intuition,⬜ To-Do
153,Deep Learning & Applied AI,NLP: Text Classification with TF-IDF + Logistic Regression,⬜ To-Do
154,Deep Learning & Applied AI,NLP: Sentiment Analysis Project — Product Reviews,⬜ To-Do
155,Deep Learning & Applied AI,NLP: Intro to HuggingFace Transformers and Pretrained Models,⬜ To-Do
156,Deep Learning & Applied AI,Applied AI: Using Pretrained Models for Real-World Tasks,⬜ To-Do
157,Deep Learning & Applied AI,Applied AI: Model Optimization — Quantization and Pruning Basics,⬜ To-Do
158,Deep Learning & Applied AI,Applied AI: Building an Inference Pipeline (Preprocessing → Predict → Postprocess),⬜ To-Do
159,Deep Learning & Applied AI,Applied AI: When to Use ML vs DL — Decision Framework,⬜ To-Do
160,Deep Learning & Applied AI,DL Mini-Project: Text Classification App End-to-End,⬜ To-Do
161,Deep Learning & Applied AI,DL Mini-Project: Image Classifier with Streamlit Demo,⬜ To-Do
162,Deep Learning & Applied AI,DL Capstone: Choose a Problem → Train → Deploy a Model,⬜ To-Do
163,Deep Learning & Applied AI,DL & Applied AI Review: 15 Interview Questions Practice,⬜ To-Do
164,Deep Learning & Applied AI,DL Review: Explain CNN Architecture to a Non-Technical PM,⬜ To-Do
165,Deep Learning & Applied AI,DL Review: Compare TensorFlow vs PyTorch in a Short Report,⬜ To-Do
166,Backend & AI Engineering,"Web Basics: HTTP Methods — GET, POST, PUT, DELETE",⬜ To-Do
167,Backend & AI Engineering,"FastAPI: Setup, Uvicorn, and Your First Endpoint",⬜ To-Do
168,Backend & AI Engineering,FastAPI: Path Parameters vs Query Parameters,⬜ To-Do
169,Backend & AI Engineering,"FastAPI: Request Body, JSON Handling, and Response Models",⬜ To-Do
170,Backend & AI Engineering,FastAPI: Auto-Generated /docs (Swagger UI),⬜ To-Do
171,Backend & AI Engineering,"Pydantic: Data Models, Field Validation, and Custom Validators",⬜ To-Do
172,Backend & AI Engineering,FastAPI: Dependency Injection and Middleware,⬜ To-Do
173,Backend & AI Engineering,FastAPI: Async/Await and Background Tasks,⬜ To-Do
174,Backend & AI Engineering,FastAPI Project: Build a /predict Endpoint for ML Model,⬜ To-Do
175,Backend & AI Engineering,Model Serving: Preprocessing Data Inside the API,⬜ To-Do
176,Backend & AI Engineering,Model Serving: Structured JSON Responses and Error Handling,⬜ To-Do
177,Backend & AI Engineering,Model Serving: Input Schema Validation with Pydantic,⬜ To-Do
178,Backend & AI Engineering,FastAPI: Authentication Basics — API Keys and OAuth2,⬜ To-Do
179,Backend & AI Engineering,"FastAPI: Logging, Environment Variables, and Config Management",⬜ To-Do
180,Backend & AI Engineering,FastAPI: Basic Database Integration with SQLAlchemy,⬜ To-Do
181,Backend & AI Engineering,Docker: Containers vs VMs — Why Docker Matters,⬜ To-Do
182,Backend & AI Engineering,Docker: Writing Your First Dockerfile for a Python API,⬜ To-Do
183,Backend & AI Engineering,"Docker: Building Images, Running Containers, and Port Mapping",⬜ To-Do
184,Backend & AI Engineering,Docker: Environment Variables and docker-compose.yml,⬜ To-Do
185,Backend & AI Engineering,Docker Project: Containerize Your FastAPI ML App,⬜ To-Do
186,Backend & AI Engineering,Testing: Unit Tests with Pytest — Writing Your First Tests,⬜ To-Do
187,Backend & AI Engineering,Testing: Mocking External APIs and Model Predictions,⬜ To-Do
188,Backend & AI Engineering,Testing: Integration Testing — Testing the Full API Flow,⬜ To-Do
189,Backend & AI Engineering,"Git Advanced: Branching, Merging, and Resolving Conflicts",⬜ To-Do
190,Backend & AI Engineering,"GitHub: Pull Requests, Code Reviews, and GitHub Actions Intro",⬜ To-Do
191,Backend & AI Engineering,Engineering Mini-Project: Full API + Docker + Tests Pipeline,⬜ To-Do
192,Backend & AI Engineering,Engineering: Caching Predictions with Redis Basics,⬜ To-Do
193,Backend & AI Engineering,Engineering: Rate Limiting and API Security Best Practices,⬜ To-Do
194,Backend & AI Engineering,Engineering: Building a Health Check and Status Dashboard,⬜ To-Do
195,Backend & AI Engineering,Backend & AI Engineering Review: System Design Discussion,⬜ To-Do
196,Deployment & MLOps,Cloud: Intro to AWS vs GCP vs Azure — Which to Learn,⬜ To-Do
197,Deployment & MLOps,Deployment: Deploy a FastAPI App to Render/Railway,⬜ To-Do
198,Deployment & MLOps,Deployment: Deploy to AWS EC2 with Docker,⬜ To-Do
199,Deployment & MLOps,Deployment: Environment Variables and Secrets in Production,⬜ To-Do
200,Deployment & MLOps,CI/CD: GitHub Actions — Auto-Deploy on Push,⬜ To-Do
201,Deployment & MLOps,CI/CD: Building a Test + Lint + Deploy Pipeline,⬜ To-Do
202,Deployment & MLOps,MLflow: Experiment Tracking — Setup and First Experiment,⬜ To-Do
203,Deployment & MLOps,"MLflow: Logging Parameters, Metrics, and Artifacts",⬜ To-Do
204,Deployment & MLOps,MLflow: Model Registry and Version Management,⬜ To-Do
205,Deployment & MLOps,DVC: Data Version Control — Track Large Datasets,⬜ To-Do
206,Deployment & MLOps,Monitoring: Model Performance Metrics in Production,⬜ To-Do
207,Deployment & MLOps,Monitoring: Detecting Data Drift and Concept Drift,⬜ To-Do
208,Deployment & MLOps,MLOps: Model Retraining Strategy and Automation Concepts,⬜ To-Do
209,Deployment & MLOps,MLOps: Latency vs Accuracy — Production Tradeoffs,⬜ To-Do
210,Deployment & MLOps,Streamlit: Building Interactive ML Dashboards,⬜ To-Do
211,Deployment & MLOps,Streamlit: File Uploader + Model Prediction UI,⬜ To-Do
212,Deployment & MLOps,Streamlit: Connecting a Streamlit Frontend to FastAPI,⬜ To-Do
213,Deployment & MLOps,Deployment: Hosting Streamlit on Community Cloud,⬜ To-Do
214,Deployment & MLOps,Gradio: Quick ML Demos for HuggingFace Spaces,⬜ To-Do
215,Deployment & MLOps,Deployment & MLOps Review: Architecture Design Discussion,⬜ To-Do
216,Portfolio Projects,Project 1: Customer Churn — Problem Statement and Dataset,⬜ To-Do
217,Portfolio Projects,Project 1: Churn — Exploratory Data Analysis,⬜ To-Do
218,Portfolio Projects,Project 1: Churn — Feature Engineering and Preprocessing,⬜ To-Do
219,Portfolio Projects,Project 1: Churn — Model Training and Evaluation,⬜ To-Do
220,Portfolio Projects,Project 1: Churn — Hyperparameter Tuning and Final Model,⬜ To-Do
221,Portfolio Projects,Project 1: Churn — FastAPI Prediction Endpoint,⬜ To-Do
222,Portfolio Projects,Project 1: Churn — Streamlit UI and Demo,⬜ To-Do
223,Portfolio Projects,"Project 1: Churn — Docker, Deploy, and GitHub README",⬜ To-Do
224,Portfolio Projects,Project 2: Resume Screening NLP — Problem and Dataset,⬜ To-Do
225,Portfolio Projects,Project 2: Resume Screening — Text Preprocessing and EDA,⬜ To-Do
226,Portfolio Projects,Project 2: Resume Screening — TF-IDF and Model Training,⬜ To-Do
227,Portfolio Projects,Project 2: Resume Screening — Ranking Logic and API,⬜ To-Do
228,Portfolio Projects,"Project 2: Resume Screening — UI, Deploy, and README",⬜ To-Do
229,Portfolio Projects,Project 3: Sales Forecasting — Problem and Time-Series Data,⬜ To-Do
230,Portfolio Projects,Project 3: Sales Forecasting — EDA and Feature Engineering,⬜ To-Do
231,Portfolio Projects,Project 3: Sales Forecasting — Model Training and Evaluation,⬜ To-Do
232,Portfolio Projects,Project 3: Sales Forecasting — Dashboard and Deployment,⬜ To-Do
233,Portfolio Projects,Project 3: Sales Forecasting — Business Insights and README,⬜ To-Do
234,Portfolio Projects,Portfolio: GitHub Profile Cleanup and Project Pinning,⬜ To-Do
235,Portfolio Projects,Portfolio: Writing Resume Bullets for Each Project,⬜ To-Do
236,Interview & Job Launch,Interview Prep: Top 20 Python Coding Questions,⬜ To-Do
237,Interview & Job Launch,Interview Prep: Top 15 SQL Interview Challenges,⬜ To-Do
238,Interview & Job Launch,Interview Prep: ML Theory and System Design Questions,⬜ To-Do
239,Interview & Job Launch,Interview Prep: Project Walkthrough and HR Questions,⬜ To-Do
240,Interview & Job Launch,"Job Launch: Resume Polish, LinkedIn Posts, and Apply Strategy",⬜ To-Do
